# Mass             Age              Teff             Luminosity       Radius           Gravity          MIRI-F1065C      MIRI-F1140C      MIRI-F1550C      MIRI-F2300C     
# M/Msun           Gyr              K                L/Lsun           R/Rsun           log(g[cm/s^2])  
  0.04500000       1.00000000E-03   2910.28161455    -1.70855903      0.55116426       3.60906670       5.41608577       5.41369923       5.36741401       5.29620306      
  0.04500000       1.26638017E-03   2909.44398355    -1.73771059      0.53326308       3.63774377       5.48827380       5.48593408       5.43994239       5.36893812      
  0.04500000       1.60371874E-03   2909.09491206    -1.75173888      0.52485759       3.65154435       5.52300023       5.52068579       5.47484269       5.40394030      
  0.04500000       2.03091762E-03   2908.84111421    -1.76175996      0.51892910       3.66141107       5.54783641       5.54554094       5.49980701       5.42897821      
  0.04500000       2.57191381E-03   2908.50624077    -1.77496608      0.51121637       3.67441761       5.58058229       5.57831300       5.53272672       5.46199599      
  0.04500000       3.25702066E-03   2908.00666324    -1.79637849      0.49894340       3.69552462       5.63371883       5.63149501       5.58615708       5.51558848      
  0.04500000       4.12462638E-03   2907.00961833    -1.83859795      0.47559625       3.73715022       5.73857395       5.73644949       5.69163433       5.62139586      
  0.04500000       5.22334507E-03   2903.82205861    -1.95131124      0.41863142       3.84796313       6.01832978       6.01652915       5.97333794       5.90406080      
  0.04500000       6.61474064E-03   2898.43200591    -2.09834523      0.35474877       3.99178585       6.38284780       6.38159333       6.34107611       6.27329327      
  0.04500000       8.37677640E-03   2881.97491044    -2.22395742      0.31049764       4.10751199       6.68309742       6.68243685       6.64513105       6.57895870      
  0.04500000       1.06081836E-02   2864.88661680    -2.33323074      0.27707518       4.20643304       6.94207074       6.94204471       6.90811228       6.84357791      
  0.04500000       1.34339933E-02   2841.04190007    -2.43686062      0.25005811       4.29554633       7.18058110       7.18128965       7.15136015       7.08867375      
  0.04500000       1.70125428E-02   2823.35287249    -2.52868862      0.22779939       4.37652369       7.39577751       7.39721985       7.37103044       7.31005411      
  0.04500000       2.15443469E-02   2796.02991167    -2.62193923      0.20862578       4.45289104       7.60519746       7.60752600       7.58601227       7.52704721      
  0.04500000       2.72833338E-02   2760.32515265    -2.71591105      0.19211072       4.52452414       7.80888793       7.81241627       7.79708412       7.74056403      
  0.04500000       3.45510729E-02   2721.62854574    -2.80810613      0.17771312       4.59218848       8.00623086       8.01129151       8.00342485       7.94962684      
  0.04500000       4.37547938E-02   2673.72448841    -2.90318591      0.16504634       4.65641724       8.20187427       8.20879963       8.21009487       8.15977261      
  0.04500000       5.54102033E-02   2618.53098379    -3.00016479      0.15389825       4.71716115       8.39505925       8.40421841       8.41695623       8.37103400      
  0.04500000       7.01703829E-02   2554.82180114    -3.10020357      0.14407672       4.77444106       8.58733448       8.59941579       8.62889828       8.59006350      
  0.04500000       8.88623816E-02   2481.52184247    -3.20504240      0.13535190       4.82869994       8.78102093       8.79656648       8.84783948       8.81799214      
  0.04500000       1.12533558E-01   2400.71780708    -3.31353292      0.12763808       4.87966796       8.97268743       8.99170908       9.06763100       9.04657133      
  0.04500000       1.42510267E-01   2302.13596655    -3.43332105      0.12092162       4.92662100       9.16530838       9.18615009       9.28497919       9.27102612      
  0.04500000       1.80472177E-01   2190.24330448    -3.56217265      0.11517399       4.96892000       9.35109341       9.36995626       9.48256499       9.47269680      
  0.04500000       2.28546386E-01   2082.61325838    -3.68771309      0.11024470       5.00691305       9.52315751       9.53710528       9.65560156       9.64525973      
  0.04500000       2.89426612E-01   1963.77627116    -3.82369838      0.10602057       5.04084797       9.69517626       9.70045600       9.81934633       9.80488630      
  0.04500000       3.66524124E-01   1843.69221796    -3.96363674      0.10238355       5.07116652       9.86028458       9.85321759       9.96604239       9.94705201      
  0.04500000       4.64158883E-01   1724.22380867    -4.10653985      0.09930436       5.09769107       10.02033202      9.99784184       10.10599218      10.08693517     
  0.04500000       5.87801607E-01   1611.66888907    -4.24730107      0.09665651       5.12116487       10.17666311      10.13676375      10.24199663      10.22506075     
  0.04500000       7.44380301E-01   1503.60008575    -4.38883698      0.09435338       5.14211258       10.33779683      10.27689019      10.38150552      10.37213756     
  0.04500000       9.42668455E-01   1414.04743609    -4.51450060      0.09230945       5.16113509       10.49780098      10.41043597      10.51762568      10.52134997     
  0.04500000       1.19377664E+00   1308.98664277    -4.66571783      0.09051238       5.17821107       10.73256956      10.58671403      10.69108809      10.70542665     
  0.04500000       1.51177507E+00   1226.76949891    -4.79385324      0.08891415       5.19368514       10.99523124      10.76841831      10.85656995      10.87094858     
  0.04500000       1.91448198E+00   1128.43971527    -4.95289280      0.08750287       5.20758226       11.34663447      11.00512061      11.04525969      11.04094941     
  0.04500000       2.42446202E+00   1048.47882532    -5.09254612      0.08630402       5.21956471       11.68488298      11.23638726      11.22169912      11.18760545     
  0.04500000       3.07029063E+00   971.82435018     -5.23548473      0.08521234       5.23062178       12.03138715      11.48748022      11.40710511      11.33093595     
  0.04500000       3.88815518E+00   896.11485085     -5.38610770      0.08426529       5.24032927       12.36471867      11.74538203      11.59352298      11.47138800     
  0.04500000       4.92388263E+00   838.67405364     -5.50965838      0.08344628       5.24881282       12.61858738      11.95279178      11.74409154      11.58878382     
  0.04500000       6.23550734E+00   790.35152951     -5.62051863      0.08270227       5.25659193       12.83685266      12.13515048      11.87629041      11.69616606     
  0.04500000       7.89652287E+00   748.97025114     -5.72138915      0.08199871       5.26401270       13.01746727      12.29284467      11.99226115      11.79340069     
  0.04500000       1.00000000E+01   709.99788833     -5.82138659      0.08132287       5.27120136       13.21376991      12.44758346      12.10479369      11.89183242     
