# Mass             Age              Teff             Luminosity       Radius           Gravity          MIRI-F1065C      MIRI-F1140C      MIRI-F1550C      MIRI-F2300C     
# M/Msun           Gyr              K                L/Lsun           R/Rsun           log(g[cm/s^2])  
  0.06700000       1.00000000E-03   3024.26770090    -1.39792635      0.72982400       3.53805281       0.00000000       0.00000000       0.00000000       0.00000000      
  0.06700000       1.26638017E-03   3023.93138598    -1.40874120      0.72095284       3.54867565       0.00000000       0.00000000       0.00000000       0.00000000      
  0.06700000       1.60371874E-03   3023.63942891    -1.42093985      0.71105317       3.56068522       0.00000000       0.00000000       0.00000000       0.00000000      
  0.06700000       2.03091762E-03   3023.29133959    -1.43960840      0.69609768       3.57914867       0.00000000       0.00000000       0.00000000       0.00000000      
  0.06700000       2.57191381E-03   3023.01289699    -1.47403469      0.66916357       3.61342469       0.00000000       0.00000000       0.00000000       0.00000000      
  0.06700000       3.25702066E-03   3024.12682128    -1.55919420      0.60622331       3.69922386       0.00000000       0.00000000       0.00000000       0.00000000      
  0.06700000       4.12462638E-03   3027.06919754    -1.70323221      0.51258183       3.84496489       0.00000000       0.00000000       0.00000000       0.00000000      
  0.06700000       5.22334507E-03   3030.67966081    -1.82179391      0.44610942       3.96560624       0.00000000       0.00000000       0.00000000       0.00000000      
  0.06700000       6.61474064E-03   3025.40587296    -1.92868422      0.39582805       4.06947813       0.00000000       0.00000000       0.00000000       0.00000000      
  0.06700000       8.37677640E-03   3016.19670746    -2.02662374      0.35579486       4.16209125       0.00000000       0.00000000       0.00000000       0.00000000      
  0.06700000       1.06081836E-02   3008.04610109    -2.11666609      0.32249240       4.24745317       0.00000000       0.00000000       0.00000000       0.00000000      
  0.06700000       1.34339933E-02   2999.66639861    -2.20198989      0.29395435       4.32793093       6.74835824       6.74848751       6.71195137       6.64772269      
  0.06700000       1.70125428E-02   2990.46175209    -2.28407244      0.26909595       4.40467767       6.94668403       6.94722172       6.91269556       6.84942262      
  0.06700000       2.15443469E-02   2980.04979854    -2.36412001      0.24712554       4.47865665       7.13899686       7.13998796       7.10766454       7.04540762      
  0.06700000       2.72833338E-02   2960.22739663    -2.44769583      0.22746906       4.55064706       7.33163212       7.33319115       7.30373714       7.24267697      
  0.06700000       3.45510729E-02   2942.84585863    -2.52711713      0.21005403       4.61982998       7.51622700       7.51837723       7.49178887       7.43190831      
  0.06700000       4.37547938E-02   2923.92698426    -2.60589866      0.19433164       4.68740268       7.69787023       7.70066469       7.67713837       7.61847135      
  0.06700000       5.54102033E-02   2893.67167715    -2.68996461      0.18011501       4.75339067       7.88210761       7.88572407       7.86615331       7.80890833      
  0.06700000       7.01703829E-02   2861.80059344    -2.77304985      0.16735034       4.81723615       8.06310036       8.06776632       8.05289217       7.99718857      
  0.06700000       8.88623816E-02   2824.67450669    -2.85796236      0.15577934       4.87946945       8.24424831       8.25024123       8.24115637       8.18729012      
  0.06700000       1.12533558E-01   2778.48457093    -2.94686933      0.14533570       4.93974445       8.42711599       8.43478570       8.43308477       8.38161371      
  0.06700000       1.42510267E-01   2725.13520877    -3.03830334      0.13598366       4.99751561       8.60976375       8.61945641       8.62655006       8.57785776      
  0.06700000       1.80472177E-01   2662.37576720    -3.13374713      0.12764662       5.05247042       8.79301240       8.80544434       8.82610563       8.78283443      
  0.06700000       2.28546386E-01   2588.41273700    -3.23432335      0.12028248       5.10408572       8.97698958       8.99261478       9.03107616       8.99522368      
  0.06700000       2.89426612E-01   2506.36362836    -3.33802039      0.11384653       5.15184956       9.15868495       9.17824876       9.24191554       9.21632638      
  0.06700000       3.66524124E-01   2415.60793815    -3.44601855      0.10823621       5.19574491       9.33653824       9.35938611       9.44788025       9.43026157      
  0.06700000       4.64158883E-01   2310.64211779    -3.56260570      0.10343414       5.23516329       9.51042766       9.53396581       9.64195520       9.62954827      
  0.06700000       5.87801607E-01   2205.66989175    -3.67829983      0.09935500       5.27011035       9.66968668       9.69041278       9.80828134       9.79807503      
  0.06700000       7.44380301E-01   2103.96728520    -3.79158074      0.09584152       5.30138255       9.81820142       9.83356479       9.95501927       9.94380690      
  0.06700000       9.42668455E-01   1993.39009232    -3.91320109      0.09282150       5.32919295       9.96483684       9.97163727       10.09206574      10.07774013     
  0.06700000       1.19377664E+00   1885.05546101    -4.03469995      0.09024630       5.35363098       10.10448824      10.10030407      10.21677706      10.20018350     
  0.06700000       1.51177507E+00   1775.35493665    -4.16024009      0.08805175       5.37501346       10.24319975      10.22524078      10.33907119      10.32281403     
  0.06700000       1.91448198E+00   1675.02922574    -4.28040122      0.08613667       5.39411293       10.37610394      10.34336547      10.45607223      10.44209878     
  0.06700000       2.42446202E+00   1578.37491525    -4.40078110      0.08445424       5.41124620       10.51411298      10.46380900      10.57717276      10.56847424     
  0.06700000       3.07029063E+00   1491.14043049    -4.51520144      0.08294374       5.42692187       10.65471653      10.58258755      10.69742993      10.69794432     
  0.06700000       3.88815518E+00   1408.46388329    -4.62921900      0.08153041       5.44184984       10.82868109      10.71884352      10.83368491      10.84341602     
  0.06700000       4.92388263E+00   1312.80006538    -4.76521623      0.08024538       5.45564898       11.06468281      10.88710041      10.98906047      11.00204901     
  0.06700000       6.23550734E+00   1235.35950436    -4.88308912      0.07911973       5.46791941       11.32062242      11.06062504      11.13557158      11.14318039     
  0.06700000       7.89652287E+00   1174.03198144    -4.98377504      0.07801442       5.48013930       11.55274027      11.22114733      11.26217684      11.25754899     
  0.06700000       1.00000000E+01   1110.65949115    -5.09391283      0.07679003       5.49387933       11.80880671      11.40212345      11.40150669      11.37705071     
