# Mass             Age              Teff             Luminosity       Radius           Gravity          MIRI-F1065C      MIRI-F1140C      MIRI-F1550C      MIRI-F2300C     
# M/Msun           Gyr              K                L/Lsun           R/Rsun           log(g[cm/s^2])  
  0.00400000       1.00000000E-03   1692.58907953    -3.54117917      0.19757568       3.44900878       8.48965000       8.47683375       8.59212753       8.56431027      
  0.00400000       1.26638017E-03   1631.79667616    -3.64470778      0.18868392       3.48900645       8.64722690       8.62741304       8.74053003       8.70600961      
  0.00400000       1.60371874E-03   1561.66838931    -3.75892351      0.18063126       3.52689069       8.80839686       8.77914067       8.88597573       8.84383113      
  0.00400000       2.03091762E-03   1486.33402369    -3.87981813      0.17349461       3.56190260       8.96649663       8.92557237       9.02225625       8.97362440      
  0.00400000       2.57191381E-03   1410.60594087    -4.00288409      0.16717588       3.59412708       9.11858912       9.06415968       9.15236348       9.09958305      
  0.00400000       3.25702066E-03   1334.80637166    -4.12836913      0.16158946       3.62365034       9.26791131       9.19895845       9.28032003       9.22636651      
  0.00400000       4.12462638E-03   1265.45906544    -4.24818870      0.15661841       3.65079074       9.40619564       9.32321455       9.39970997       9.35071713      
  0.00400000       5.22334507E-03   1197.89061686    -4.36892495      0.15210051       3.67621381       9.54297355       9.44351122       9.51681545       9.48413941      
  0.00400000       6.61474064E-03   1131.55936827    -4.49150690      0.14802280       3.69981890       9.69097396       9.56753591       9.64211528       9.63670770      
  0.00400000       8.37677640E-03   1067.61786395    -4.61435112      0.14435229       3.72162869       9.87375867       9.70793499       9.78315172       9.80180427      
  0.00400000       1.06081836E-02   1005.91822821    -4.73801280      0.14102619       3.74187621       10.09662334      9.86721397       9.94185758       9.97823726      
  0.00400000       1.34339933E-02   946.96762981     -4.86170624      0.13800856       3.76066286       10.36641303      10.05050762      10.11961886      10.15835509     
  0.00400000       1.70125428E-02   888.14116296     -4.99048539      0.13527784       3.77802144       10.73236586      10.28899469      10.31255631      10.31843203     
  0.00400000       2.15443469E-02   832.74739407     -5.11838451      0.13280811       3.79402603       11.09933788      10.52528029      10.50632635      10.48239999     
  0.00400000       2.72833338E-02   779.72054908     -5.24734081      0.13058147       3.80871169       11.45537980      10.77354061      10.68854942      10.62026705     
  0.00400000       3.45510729E-02   729.61969568     -5.37634004      0.12855030       3.82232857       11.80732220      11.04228520      10.88312457      10.76441213     
  0.00400000       4.37547938E-02   680.09427064     -5.51098665      0.12670848       3.83486341       12.13819882      11.28907180      11.06837075      10.90477744     
  0.00400000       5.54102033E-02   632.19649688     -5.64928946      0.12505070       3.84630230       12.49510944      11.57969741      11.27606761      11.05636879     
  0.00400000       7.01703829E-02   589.90834173     -5.77994787      0.12356314       3.85669659       12.79671516      11.82015049      11.45583865      11.19685036     
  0.00400000       8.88623816E-02   555.92552344     -5.89293719      0.12215905       3.86662323       13.04719760      12.05514907      11.60547527      11.30870260     
  0.00400000       1.12533558E-01   521.13079995     -6.01469243      0.12083341       3.87610020       13.26607888      12.26631826      11.74964837      11.41898936     
  0.00400000       1.42510267E-01   487.85574761     -6.13821061      0.11960196       3.88499788       13.51312398      12.47257019      11.87461106      11.52974076     
  0.00400000       1.80472177E-01   456.54044141     -6.26189043      0.11844748       3.89342264       13.75988024      12.71744388      12.03034285      11.65271713     
  0.00400000       2.28546386E-01   429.08191090     -6.37765353      0.11736241       3.90141635       14.01171058      12.92000814      12.18242634      11.76730803     
  0.00400000       2.89426612E-01   402.72699217     -6.49540928      0.11633253       3.90907200       14.28889115      13.15130210      12.35447336      11.88721455     
  0.00400000       3.66524124E-01   381.45645781     -6.59712785      0.11534032       3.91651201       14.55433101      13.38484830      12.51084076      11.99567697     
  0.00400000       4.64158883E-01   359.94001714     -6.70528759      0.11437074       3.92384441       14.86850982      13.66072970      12.69090753      12.12495686     
  0.00400000       5.87801607E-01   343.05347612     -6.79595918      0.11342998       3.93101857       15.14110515      13.91146735      12.85540453      12.23185829     
  0.00400000       7.44380301E-01   329.23843966     -6.87481230      0.11246088       3.93847148       15.40036358      14.14527599      13.01106627      12.33365940     
  0.00400000       9.42668455E-01   314.16655520     -6.96387890      0.11147181       3.94614430       15.71154229      14.43852279      13.18722993      12.44545250     
  0.00400000       1.19377664E+00   298.44610521     -7.06080181      0.11048286       3.95388448       16.08700681      14.77967628      13.39120843      12.56849905     
  0.00400000       1.51177507E+00   284.14787646     -7.15385100      0.10949735       3.96166707       16.41589027      15.08954043      13.56785645      12.67483804     
  0.00400000       1.91448198E+00   268.75312289     -7.25840076      0.10852150       3.96944267       16.90558728      15.54943266      13.81302984      12.81754763     
  0.00400000       2.42446202E+00   252.69575885     -7.37300704      0.10757741       3.97703208       17.42169366      16.01567637      14.02795507      12.93967181     
  0.00400000       3.07029063E+00   241.78845337     -7.45723461      0.10664524       3.98459125       17.79092316      16.35404136      14.17721095      13.03660438     
  0.00400000       3.88815518E+00   230.75672092     -7.54619489      0.10568652       3.99243505       18.28862868      16.85013940      14.36162209      13.13703973     
  0.00400000       4.92388263E+00   218.59551151     -7.64815748      0.10473030       4.00032951       18.80218499      17.32150638      14.52490995      13.25757083     
  0.00400000       6.23550734E+00   205.42121811     -7.76386586      0.10380210       4.00806193       19.47753836      18.06768846      14.73276762      13.39783593     
