# Mass             Age              Teff             Luminosity       Radius           Gravity          MIRI-F1065C      MIRI-F1140C      MIRI-F1550C      MIRI-F2300C     
# M/Msun           Gyr              K                L/Lsun           R/Rsun           log(g[cm/s^2])  
  0.01400000       1.00000000E-03   2511.22518905    -2.48211268      0.30380643       3.61935003       6.92169114       6.92077338       6.89496846       6.83109049      
  0.01400000       1.26638017E-03   2486.68244264    -2.56166892      0.28271688       3.68184142       7.09685084       7.09680211       7.07717724       7.01646748      
  0.01400000       1.60371874E-03   2454.09373418    -2.64626103      0.26334212       3.74350259       7.27628106       7.27736476       7.26634451       7.20996380      
  0.01400000       2.03091762E-03   2422.75585047    -2.72788140      0.24595976       3.80281583       7.44985314       7.45218423       7.45072395       7.39908221      
  0.01400000       2.57191381E-03   2386.17738512    -2.81212861      0.23012238       3.86062523       7.62454862       7.62842884       7.63888471       7.59290611      
  0.01400000       3.25702066E-03   2343.24368674    -2.89872057      0.21599031       3.91567634       7.79800792       7.80373783       7.82885909       7.78963365      
  0.01400000       4.12462638E-03   2298.33954721    -2.98283840      0.20379076       3.96617537       7.96264793       7.97029047       8.01121725       7.97869589      
  0.01400000       5.22334507E-03   2257.28298033    -3.05808907      0.19373227       4.01014071       8.10852367       8.11783146       8.17326691       8.14631818      
  0.01400000       6.61474064E-03   2218.52804075    -3.12379327      0.18594688       4.04576616       8.23100179       8.24150686       8.30909773       8.28651082      
  0.01400000       8.37677640E-03   2181.46704384    -3.17978044      0.18031848       4.07246245       8.32856489       8.33971859       8.41669650       8.39733745      
  0.01400000       1.06081836E-02   2148.65201478    -3.22508795      0.17641790       4.09145722       8.40277415       8.41412877       8.49786740       8.48072060      
  0.01400000       1.34339933E-02   2123.74191211    -3.25925853      0.17361336       4.10537746       8.45785475       8.46916604       8.55748328       8.54175754      
  0.01400000       1.70125428E-02   2102.03137457    -3.28899961      0.17125652       4.11725066       8.50536082       8.51647898       8.60862320       8.59408019      
  0.01400000       2.15443469E-02   2081.51511367    -3.31837090      0.16884025       4.12959047       8.55301309       8.56380772       8.65928915       8.64563609      
  0.01400000       2.72833338E-02   2055.03769923    -3.35624070      0.16583067       4.14521656       8.61399657       8.62422082       8.72378168       8.71125530      
  0.01400000       3.45510729E-02   2015.77147655    -3.41170922      0.16169170       4.16717183       8.70164510       8.71062737       8.81550995       8.80428905      
  0.01400000       4.37547938E-02   1949.54048841    -3.50073165      0.15602909       4.19813417       8.83410293       8.83949533       8.94997781       8.93779650      
  0.01400000       5.54102033E-02   1837.73728897    -3.65096803      0.14769911       4.24578863       9.04580594       9.04289866       9.15695696       9.13957616      
  0.01400000       7.01703829E-02   1666.67366593    -3.87821295      0.13823710       4.30329497       9.33155175       9.30899319       9.41193633       9.38361902      
  0.01400000       8.88623816E-02   1488.63340488    -4.12721433      0.13009033       4.35605360       9.62054347       9.56925415       9.65848726       9.62701134      
  0.01400000       1.12533558E-01   1322.24603885    -4.37389294      0.12412352       4.39683540       9.89452857       9.80797963       9.89161683       9.87947825      
  0.01400000       1.42510267E-01   1193.69407888    -4.58324609      0.11967858       4.42851043       10.17829764      10.03298287      10.12209306      10.14018457     
  0.01400000       1.80472177E-01   1080.32097468    -4.78170444      0.11627097       4.45359995       10.56959066      10.30272463      10.37623388      10.39589144     
  0.01400000       2.28546386E-01   984.01443343     -4.96440112      0.11356064       4.47408720       11.01971928      10.59698364      10.62350469      10.61505066     
  0.01400000       2.89426612E-01   901.29775196     -5.13393771      0.11136134       4.49107363       11.47852192      10.90905312      10.86088218      10.80200781     
  0.01400000       3.66524124E-01   818.17459756     -5.31603947      0.10958069       4.50507449       11.93419545      11.24643185      11.10542557      10.98490287     
  0.01400000       4.64158883E-01   749.82533360     -5.47921148      0.10812053       4.51672616       12.30539546      11.55159990      11.32321691      11.14702468     
  0.01400000       5.87801607E-01   690.38155230     -5.63273898      0.10687268       4.52680886       12.61436045      11.81956549      11.51340523      11.29519321     
  0.01400000       7.44380301E-01   640.60414979     -5.77196670      0.10574716       4.53600492       12.91619632      12.06080008      11.69261026      11.43978475     
  0.01400000       9.42668455E-01   591.73043657     -5.91812876      0.10474260       4.54429572       13.22563023      12.29355388      11.86910616      11.58668791     
  0.01400000       1.19377664E+00   546.80304340     -6.06262792      0.10386004       4.55164537       13.54581433      12.55528444      12.04785525      11.73365139     
  0.01400000       1.51177507E+00   515.91196780     -6.17060888      0.10302977       4.55861686       13.76157852      12.73473535      12.17838582      11.83556147     
  0.01400000       1.91448198E+00   482.71421891     -6.29294241      0.10223047       4.56538161       14.02465015      13.00230217      12.33246784      11.96061760     
  0.01400000       2.42446202E+00   448.92625392     -6.42532263      0.10148815       4.57171164       14.33333750      13.27376212      12.49223206      12.09212775     
  0.01400000       3.07029063E+00   420.52680234     -6.54479448      0.10079481       4.57766596       14.63365542      13.50159225      12.66479016      12.21289785     
  0.01400000       3.88815518E+00   394.43774378     -6.66170017      0.10014180       4.58331152       14.92314998      13.75605644      12.83094310      12.32841397     
  0.01400000       4.92388263E+00   373.05173289     -6.76409549      0.09950375       4.58886334       15.22241716      14.01239329      12.99768412      12.43994606     
  0.01400000       6.23550734E+00   350.93999263     -6.87569585      0.09888017       4.59432383       15.54748371      14.31602804      13.19081719      12.56111432     
  0.01400000       7.89652287E+00   336.05254232     -6.95645559      0.09825918       4.59979603       15.80574739      14.55891057      13.34341039      12.65430446     
  0.01400000       1.00000000E+01   320.15983874     -7.04628354      0.09762065       4.60545890       16.08928414      14.83569203      13.51848829      12.76059181     
